ID; COMPRAS ACUMULADAS ;MESES CUMPLIENDO VENTAS;ESTADO CIVIL;SEXO;Ubicaci—n geogr‡fica
3800; $ 583.595.800 ;9;SOLTERO;MASCULINO;Oeste
3801; $ 378.692.300 ;8;SOLTERO;MASCULINO;Oeste
3802; $ 270.965.950 ;6;SOLTERO;MASCULINO;Oeste
3803; $ 482.190.150 ;6;SOLTERO;MASCULINO;Oeste
3804; $ 294.707.700 ;7;SOLTERO;MASCULINO;Oeste
3805; $ 1.018.297.750 ;9;SOLTERO;MASCULINO;Oeste
3806; $ 796.063.700 ;8;SOLTERO;MASCULINO;Oeste
3807; $ 385.470.450 ;7;SOLTERO;MASCULINO;Oeste
3808; $ 272.729.350 ;6;SOLTERO;MASCULINO;Oeste
3809; $ 447.402.100 ;9;SOLTERO;MASCULINO;Oeste
3810; $ 753.110.100 ;7;SOLTERO;MASCULINO;Oeste
3811; $ 391.073.050 ;9;SOLTERO;MASCULINO;Oeste
3812; $ 670.922.950 ;8;SOLTERO;MASCULINO;Oeste
3813; $ 372.302.050 ;6;SOLTERO;MASCULINO;Oeste
3814; $ 246.560.700 ;6;SOLTERO;MASCULINO;Oeste
3815; $ 406.474.950 ;9;SOLTERO;MASCULINO;Oeste
3816; $ 478.370.350 ;9;SOLTERO;MASCULINO;Oeste
3817; $ 692.006.500 ;8;SOLTERO;MASCULINO;Oeste
3818; $ 261.052.400 ;4;SOLTERO;MASCULINO;Oeste
3819; $ 293.862.400 ;5;SOLTERO;MASCULINO;Oeste
3820; $ 541.220.350 ;4;SOLTERO;MASCULINO;Oeste
3821; $ 538.818.300 ;6;SOLTERO;MASCULINO;Oeste
3822; $ 361.775.200 ;5;SOLTERO;MASCULINO;Oeste
3823; $ 207.168.450 ;3;SOLTERO;MASCULINO;Oeste
3824; $ 319.440.200 ;7;SOLTERO;MASCULINO;Oeste
3825; $ 639.469.950 ;8;SOLTERO;MASCULINO;Oeste
3826; $ 439.410.900 ;8;SOLTERO;MASCULINO;Oeste
3827; $ 360.565.950 ;7;SOLTERO;MASCULINO;Oeste
3828; $ 439.683.700 ;9;SOLTERO;MASCULINO;Oeste
3829; $ 1.617.574.400 ;7;SOLTERO;MASCULINO;Oeste
3830; $ 536.089.900 ;6;SOLTERO;MASCULINO;Oeste
3831; $ 519.619.350 ;7;SOLTERO;MASCULINO;Oeste
3832; $ 227.351.250 ;3;SOLTERO;MASCULINO;Oeste
3833; $ 349.784.500 ;5;SOLTERO;MASCULINO;Oeste
3834; $ 319.807.750 ;5;SOLTERO;MASCULINO;Oeste
3835; $ 234.370.650 ;5;SOLTERO;MASCULINO;Oeste
3836; $ 366.277.550 ;3;SOLTERO;MASCULINO;Oeste
3837; $ 375.176.650 ;5;SOLTERO;MASCULINO;Oeste
3838; $ 426.491.950 ;6;SOLTERO;MASCULINO;Oeste
3839; $ 501.745.800 ;3;SOLTERO;MASCULINO;Oeste
3840; $ 211.678.650 ;8;SOLTERO;MASCULINO;Oeste
3841; $ 191.344.750 ;3;SOLTERO;MASCULINO;Oeste
3842; $ 304.459.300 ;2;SOLTERO;MASCULINO;Oeste
3843; $ 929.900.050 ;3;SOLTERO;MASCULINO;Oeste
3844; $ 1.433.345.800 ;5;SOLTERO;MASCULINO;Oeste
3845; $ 277.598.700 ;0;SOLTERO;MASCULINO;Oeste
3846; $ 370.383.300 ;0;SOLTERO;MASCULINO;Oeste
3847; $ 178.929.800 ;8;SOLTERO;MASCULINO;Oeste
3848; $ 127.614.950 ;3;SOLTERO;MASCULINO;Oeste
3849; $ 466.696.800 ;4;SOLTERO;MASCULINO;Oeste
3850; $ 238.916.550 ;6;SOLTERO;MASCULINO;Oeste
3851; $ 74.031.350 ;5;SOLTERO;MASCULINO;Oeste
3852; $ 330.086.600 ;6;SOLTERO;MASCULINO;Oeste
3853; $ 346.640.800 ;6;SOLTERO;MASCULINO;Oeste
3854; $ 352.264.650 ;7;SOLTERO;MASCULINO;Oeste
3855; $ 472.389.250 ;5;SOLTERO;MASCULINO;Oeste
3856; $ 425.905.600 ;5;SOLTERO;MASCULINO;Oeste
3857; $ 228.564.900 ;4;SOLTERO;MASCULINO;Oeste
3858; $ 265.683.950 ;7;SOLTERO;MASCULINO;Oeste
3859; $ 209.263.050 ;8;SOLTERO;MASCULINO;Oeste
3860; $ 345.937.800 ;8;SOLTERO;MASCULINO;Oeste
3861; $ 145.334.600 ;7;SOLTERO;MASCULINO;Oeste
3862; $ 545.788.450 ;9;SOLTERO;MASCULINO;Oeste
3863; $ 294.669.550 ;6;SOLTERO;MASCULINO;Oeste
3864; $ 618.869.350 ;6;SOLTERO;MASCULINO;Oeste
3865; $ 463.637.950 ;8;SOLTERO;MASCULINO;Oeste
3866; $ 308.380.250 ;8;SOLTERO;MASCULINO;Oeste
3867; $ 349.283.300 ;8;SOLTERO;MASCULINO;Oeste
3868; $ 328.842.100 ;6;SOLTERO;MASCULINO;Oeste
3869; $ 368.794.900 ;4;SOLTERO;MASCULINO;Oeste
3870; $ 257.756.200 ;6;SOLTERO;MASCULINO;Oeste
3871; $ 155.668.400 ;2;SOLTERO;MASCULINO;Oeste
3872; $ 247.705.300 ;3;SOLTERO;MASCULINO;Oeste
3873; $ 830.452.050 ;6;SOLTERO;MASCULINO;Oeste
3874; $ 657.364.000 ;5;SOLTERO;MASCULINO;Oeste
3875; $ 143.700.400 ;2;SOLTERO;MASCULINO;Oeste
3876; $ 218.241.450 ;4;SOLTERO;MASCULINO;Oeste
3877; $ 212.978.300 ;6;SOLTERO;MASCULINO;Oeste
3878; $ 422.631.400 ;8;SOLTERO;MASCULINO;Oeste
3879; $ 305.020.700 ;6;SOLTERO;MASCULINO;Oeste
3880; $ 460.637.650 ;5;SOLTERO;MASCULINO;Oeste
3881; $ 136.283.600 ;2;SOLTERO;MASCULINO;Oeste
3882; $ 241.990.200 ;6;SOLTERO;MASCULINO;Oeste
3883; $ 476.777.950 ;9;SOLTERO;MASCULINO;Oeste
3884; $ 256.063.250 ;7;SOLTERO;MASCULINO;Oeste
3885; $ 409.153.250 ;9;SOLTERO;MASCULINO;Oeste
3886; $ 178.393.650 ;7;SOLTERO;MASCULINO;Oeste
3887; $ 291.349.150 ;6;SOLTERO;MASCULINO;Oeste
3888; $ 382.537.000 ;6;SOLTERO;MASCULINO;Oeste
3889; $ 238.067.900 ;7;SOLTERO;MASCULINO;Oeste
3890; $ 300.606.400 ;6;SOLTERO;MASCULINO;Oeste
3891; $ 173.733.350 ;2;SOLTERO;MASCULINO;Oeste
3892; $ 276.719.650 ;7;SOLTERO;MASCULINO;Oeste
3893; $ 342.630.050 ;4;SOLTERO;MASCULINO;Oeste
3894; $ 407.595.000 ;5;SOLTERO;MASCULINO;Oeste
3895; $ 248.288.600 ;9;SOLTERO;MASCULINO;Oeste
3896; $ 139.001.550 ;3;SOLTERO;MASCULINO;Oeste
3897; $ 434.755.050 ;6;SOLTERO;MASCULINO;Oeste
3898; $ 472.338.850 ;5;SOLTERO;MASCULINO;Oeste
3899; $ 271.440.700 ;3;SOLTERO;MASCULINO;Oeste
3900; $ 665.725.300 ;7;SOLTERO;MASCULINO;Oeste
3901; $ 482.689.000 ;3;SOLTERO;MASCULINO;Oeste
3902; $ 1.127.571.900 ;9;SOLTERO;MASCULINO;Oeste
3903; $ 389.692.950 ;3;SOLTERO;MASCULINO;Oeste
3904; $ 369.434.250 ;7;SOLTERO;MASCULINO;Oeste
3905; $ 330.073.250 ;6;SOLTERO;MASCULINO;Oeste
3906; $ 292.823.150 ;2;SOLTERO;MASCULINO;Oeste
3907; $ 626.893.450 ;5;SOLTERO;MASCULINO;Oeste
3908; $ 505.619.850 ;8;SOLTERO;MASCULINO;Oeste
3909; $ 280.968.050 ;3;SOLTERO;MASCULINO;Oeste
3910; $ 790.746.950 ;7;SOLTERO;MASCULINO;Oeste
3911; $ 213.276.000 ;4;SOLTERO;MASCULINO;Oeste
3912; $ 175.726.500 ;3;SOLTERO;MASCULINO;Oeste
3913; $ 212.389.950 ;4;SOLTERO;MASCULINO;Oeste
3914; $ 284.234.450 ;6;SOLTERO;MASCULINO;Oeste
3915; $ 338.382.200 ;4;SOLTERO;MASCULINO;Oeste
3916; $ 353.173.500 ;2;SOLTERO;MASCULINO;Oeste
3917; $ 546.508.250 ;6;SOLTERO;MASCULINO;Oeste
3918; $ 359.065.550 ;5;SOLTERO;MASCULINO;Oeste
3919; $ 444.892.750 ;5;SOLTERO;MASCULINO;Oeste
3920; $ 355.107.450 ;2;SOLTERO;MASCULINO;Oeste
3921; $ 122.200.900 ;3;SOLTERO;MASCULINO;Oeste
3922; $ 145.401.500 ;1;SOLTERO;MASCULINO;Oeste
3923; $ 1.015.536.150 ;0;SOLTERO;MASCULINO;Oeste
3924; $ 314.334.400 ;6;SOLTERO;MASCULINO;Oeste
3925; $ 250.195.250 ;1;SOLTERO;MASCULINO;Oeste
3926; $ 420.334.000 ;7;SOLTERO;MASCULINO;Oeste
3927; $ 268.723.300 ;2;SOLTERO;MASCULINO;Oeste
3928; $ 254.173.850 ;5;SOLTERO;MASCULINO;Oeste
3929; $ 508.180.950 ;8;SOLTERO;MASCULINO;Oeste
3930; $ 814.921.550 ;3;SOLTERO;MASCULINO;Oeste
3931; $ 367.494.100 ;9;SOLTERO;MASCULINO;Oeste
3932; $ 217.381.750 ;4;SOLTERO;MASCULINO;Oeste
3933; $ 96.921.550 ;3;SOLTERO;MASCULINO;Oeste
3934; $ 277.439.850 ;3;SOLTERO;MASCULINO;Oeste
3935; $ 1.398.702.400 ;5;SOLTERO;MASCULINO;Oeste
3936; $ 298.097.750 ;4;SOLTERO;MASCULINO;Oeste
3937; $ 384.514.800 ;6;SOLTERO;MASCULINO;Oeste
3938; $ 232.150.500 ;3;SOLTERO;MASCULINO;Oeste
3939; $ 551.944.950 ;7;SOLTERO;MASCULINO;Oeste
3940; $ 465.449.650 ;7;SOLTERO;MASCULINO;Oeste
3941; $ 436.741.400 ;6;SOLTERO;MASCULINO;Oeste
3942; $ 90.834.500 ;3;SOLTERO;MASCULINO;Oeste
3943; $ 268.581.800 ;1;SOLTERO;MASCULINO;Oeste
3944; $ 560.211.650 ;8;SOLTERO;MASCULINO;Oeste
3945; $ 134.008.000 ;2;SOLTERO;MASCULINO;Oeste
3946; $ 208.705.750 ;2;SOLTERO;MASCULINO;Oeste
3947; $ 310.901.700 ;6;SOLTERO;MASCULINO;Oeste
3948; $ 113.142.800 ;3;SOLTERO;MASCULINO;Oeste
3949; $ 118.086.950 ;1;SOLTERO;MASCULINO;Oeste
3950; $ 286.048.000 ;4;SOLTERO;MASCULINO;Oeste
3951; $ 331.962.100 ;9;SOLTERO;MASCULINO;Oeste
3952; $ 330.092.500 ;1;SOLTERO;MASCULINO;Oeste
3953; $ 217.863.250 ;1;SOLTERO;MASCULINO;Oeste
3954; $ 381.625.400 ;2;SOLTERO;MASCULINO;Oeste
3955; $ 422.811.000 ;7;SOLTERO;MASCULINO;Oeste
3956; $ 217.885.000 ;6;SOLTERO;MASCULINO;Oeste
3957; $ 541.574.700 ;4;SOLTERO;MASCULINO;Oeste
3958; $ 195.312.900 ;2;SOLTERO;MASCULINO;Oeste
3959; $ 550.496.250 ;3;SOLTERO;MASCULINO;Oeste
3960; $ 117.581.900 ;2;SOLTERO;MASCULINO;Oeste
3961; $ 164.101.450 ;3;SOLTERO;MASCULINO;Oeste
3962; $ 427.535.400 ;9;SOLTERO;MASCULINO;Oeste
3963; $ 477.069.450 ;7;SOLTERO;MASCULINO;Oeste
3964; $ 255.358.200 ;2;SOLTERO;MASCULINO;Oeste
3965; $ 727.100.800 ;2;SOLTERO;MASCULINO;Oeste
3966; $ 259.148.900 ;9;SOLTERO;MASCULINO;Oeste
3967; $ 838.386.400 ;9;SOLTERO;MASCULINO;Oeste
3968; $ 652.542.600 ;3;SOLTERO;MASCULINO;Oeste
3969; $ 165.015.200 ;3;SOLTERO;MASCULINO;Oeste
3970; $ 261.636.700 ;2;SOLTERO;MASCULINO;Oeste
3971; $ 544.061.450 ;3;SOLTERO;MASCULINO;Oeste
3972; $ 156.229.450 ;5;SOLTERO;MASCULINO;Oeste
3973; $ 1.176.620.250 ;9;SOLTERO;MASCULINO;Oeste
3974; $ 672.059.900 ;6;SOLTERO;MASCULINO;Oeste
3975; $ 1.941.546.550 ;6;SOLTERO;MASCULINO;Oeste
3976; $ 518.992.900 ;6;SOLTERO;MASCULINO;Oeste
3977; $ 181.912.250 ;3;SOLTERO;MASCULINO;Oeste
3978; $ 285.087.600 ;6;SOLTERO;MASCULINO;Oeste
3979; $ 303.768.200 ;2;SOLTERO;MASCULINO;Oeste
3980; $ 254.817.900 ;3;SOLTERO;MASCULINO;Oeste
3981; $ 428.910.050 ;3;SOLTERO;MASCULINO;Oeste
3982; $ 338.638.250 ;4;SOLTERO;MASCULINO;Oeste
3983; $ 185.382.950 ;3;SOLTERO;MASCULINO;Oeste
3984; $ 380.210.200 ;3;SOLTERO;MASCULINO;Oeste
3985; $ 431.242.850 ;4;SOLTERO;MASCULINO;Oeste
3986; $ 116.925.150 ;3;SOLTERO;MASCULINO;Oeste
3987; $ 584.303.650 ;5;SOLTERO;MASCULINO;Oeste
3988; $ 212.693.300 ;6;SOLTERO;MASCULINO;Oeste
3989; $ 297.966.750 ;3;SOLTERO;MASCULINO;Oeste
3990; $ 338.804.200 ;7;SOLTERO;MASCULINO;Oeste
3991; $ 263.686.000 ;4;SOLTERO;MASCULINO;Oeste
3992; $ 481.768.050 ;4;SOLTERO;MASCULINO;Oeste
3993; $ 528.958.150 ;4;SOLTERO;MASCULINO;Oeste
3994; $ 381.555.850 ;6;SOLTERO;MASCULINO;Oeste
3995; $ 599.923.400 ;6;SOLTERO;MASCULINO;Oeste
3996; $ 309.157.250 ;4;SOLTERO;MASCULINO;Oeste
3997; $ 191.879.750 ;3;SOLTERO;MASCULINO;Oeste
3998; $ 310.994.300 ;6;SOLTERO;MASCULINO;Oeste
3999; $ 354.865.600 ;4;SOLTERO;MASCULINO;Oeste
4000; $ 510.244.450 ;4;SOLTERO;MASCULINO;Oeste
4001; $ 589.890.300 ;6;SOLTERO;MASCULINO;Oeste
4002; $ 337.848.400 ;0;SOLTERO;MASCULINO;Oeste
4003; $ 201.936.300 ;3;SOLTERO;MASCULINO;Oeste
4004; $ 195.210.100 ;3;SOLTERO;MASCULINO;Oeste
4005; $ 537.128.900 ;4;SOLTERO;MASCULINO;Oeste
4006; $ 147.205.000 ;3;SOLTERO;MASCULINO;Oeste
4007; $ 475.924.600 ;7;SOLTERO;MASCULINO;Oeste
4008; $ 181.860.650 ;3;SOLTERO;MASCULINO;Oeste
4009; $ 132.414.700 ;2;SOLTERO;MASCULINO;Oeste
4010; $ 203.663.050 ;2;SOLTERO;MASCULINO;Oeste
4011; $ 149.076.600 ;3;SOLTERO;MASCULINO;Oeste
4012; $ 172.934.850 ;3;SOLTERO;MASCULINO;Oeste
4013; $ 329.650.800 ;4;SOLTERO;MASCULINO;Oeste
4014; $ 448.464.950 ;4;SOLTERO;MASCULINO;Oeste
4015; $ 375.118.550 ;4;SOLTERO;MASCULINO;Oeste
4016; $ 195.355.350 ;3;SOLTERO;MASCULINO;Oeste
4017; $ 183.298.700 ;4;SOLTERO;MASCULINO;Oeste
4018; $ 406.166.750 ;5;SOLTERO;MASCULINO;Oeste
4019; $ 371.807.050 ;3;SOLTERO;MASCULINO;Oeste
4020; $ 238.064.550 ;5;SOLTERO;MASCULINO;Oeste
4021; $ 194.256.550 ;3;SOLTERO;MASCULINO;Oeste
4022; $ 362.756.250 ;7;SOLTERO;MASCULINO;Oeste
4023; $ 199.177.050 ;6;SOLTERO;MASCULINO;Oeste
4024; $ 235.687.150 ;2;SOLTERO;MASCULINO;Oeste
4025; $ 1.061.104.900 ;6;SOLTERO;MASCULINO;Oeste
4026; $ 421.274.650 ;4;SOLTERO;MASCULINO;Oeste
4027; $ 733.714.200 ;6;SOLTERO;MASCULINO;Oeste
4028; $ 268.681.350 ;6;SOLTERO;MASCULINO;Oeste
4029; $ 192.167.150 ;3;SOLTERO;MASCULINO;Oeste
4030; $ 649.198.400 ;5;SOLTERO;MASCULINO;Oeste
4031; $ 1.242.898.150 ;5;SOLTERO;MASCULINO;Oeste
4032; $ 157.190.450 ;2;SOLTERO;MASCULINO;Oeste
4033; $ 188.922.500 ;5;SOLTERO;MASCULINO;Oeste
4034; $ 274.703.500 ;6;SOLTERO;MASCULINO;Oeste
4035; $ 152.823.550 ;3;SOLTERO;MASCULINO;Oeste
4036; $ 708.549.450 ;5;SOLTERO;MASCULINO;Oeste
4037; $ 724.722.250 ;6;SOLTERO;MASCULINO;Oeste
4038; $ 281.373.400 ;5;SOLTERO;MASCULINO;Oeste
4039; $ 298.247.550 ;7;SOLTERO;MASCULINO;Oeste
4040; $ 245.734.900 ;3;SOLTERO;MASCULINO;Oeste
4041; $ 270.009.650 ;6;SOLTERO;MASCULINO;Oeste
4042; $ 454.174.450 ;5;SOLTERO;MASCULINO;Oeste
4043; $ 218.556.400 ;6;SOLTERO;MASCULINO;Oeste
4044; $ 364.848.150 ;5;SOLTERO;MASCULINO;Oeste
4045; $ 485.170.100 ;5;SOLTERO;MASCULINO;Oeste
4046; $ 320.377.500 ;0;SOLTERO;MASCULINO;Oeste
4047; $ 363.580.300 ;5;SOLTERO;MASCULINO;Oeste
4048; $ 464.516.050 ;4;SOLTERO;MASCULINO;Oeste
4049; $ 265.203.750 ;2;SOLTERO;MASCULINO;Oeste
4050; $ 329.253.500 ;7;SOLTERO;MASCULINO;Oeste
4051; $ 358.345.650 ;5;SOLTERO;MASCULINO;Oeste
4052; $ 249.933.200 ;5;SOLTERO;MASCULINO;Oeste
4053; $ 264.122.900 ;5;SOLTERO;MASCULINO;Oeste
4054; $ 679.349.450 ;6;SOLTERO;MASCULINO;Oeste
4055; $ 214.393.000 ;6;SOLTERO;MASCULINO;Oeste
4056; $ 354.132.300 ;5;SOLTERO;MASCULINO;Oeste
4057; $ 263.285.450 ;5;SOLTERO;MASCULINO;Oeste
4058; $ 369.696.300 ;6;SOLTERO;MASCULINO;Oeste
4059; $ 579.376.400 ;5;SOLTERO;MASCULINO;Oeste
4060; $ 994.706.600 ;8;SOLTERO;MASCULINO;Oeste
4061; $ 149.649.900 ;5;SOLTERO;MASCULINO;Oeste
4062; $ 327.880.750 ;6;SOLTERO;MASCULINO;Oeste
4063; $ 361.069.950 ;6;SOLTERO;MASCULINO;Oeste
4064; $ 397.878.800 ;4;SOLTERO;MASCULINO;Oeste
4065; $ 278.643.050 ;7;SOLTERO;MASCULINO;Oeste
4066; $ 211.447.200 ;5;SOLTERO;MASCULINO;Oeste
4067; $ 200.110.500 ;6;SOLTERO;MASCULINO;Oeste
4068; $ 439.618.700 ;8;SOLTERO;MASCULINO;Oeste
4069; $ 306.785.800 ;3;SOLTERO;MASCULINO;Oeste
4070; $ 513.137.650 ;7;SOLTERO;MASCULINO;Oeste
4071; $ 407.352.850 ;5;SOLTERO;MASCULINO;Oeste
4072; $ 241.017.150 ;6;SOLTERO;MASCULINO;Oeste
4073; $ 508.326.950 ;5;SOLTERO;MASCULINO;Oeste
4074; $ 199.564.650 ;4;SOLTERO;MASCULINO;Oeste
4075; $ 251.186.450 ;5;SOLTERO;MASCULINO;Oeste
4076; $ 468.889.250 ;7;SOLTERO;MASCULINO;Oeste
4077; $ 269.714.500 ;4;SOLTERO;MASCULINO;Oeste
4078; $ 1.750.714.400 ;8;SOLTERO;MASCULINO;Oeste
4079; $ 458.079.750 ;6;SOLTERO;MASCULINO;Oeste
4080; $ 490.993.600 ;6;SOLTERO;MASCULINO;Oeste
4081; $ 907.728.850 ;8;SOLTERO;MASCULINO;Oeste
4082; $ 324.100.850 ;3;SOLTERO;MASCULINO;Oeste
4083; $ 545.717.750 ;7;SOLTERO;MASCULINO;Oeste
4084; $ 261.286.250 ;6;SOLTERO;MASCULINO;Oeste
4085; $ 120.258.150 ;4;SOLTERO;MASCULINO;Oeste
4086; $ 881.134.050 ;5;SOLTERO;MASCULINO;Oeste
4087; $ 315.949.700 ;6;SOLTERO;MASCULINO;Oeste
4088; $ 164.963.350 ;2;SOLTERO;MASCULINO;Oeste
4089; $ 161.670.250 ;1;SOLTERO;MASCULINO;Oeste
4090; $ 195.332.050 ;2;SOLTERO;MASCULINO;Oeste
4091; $ 1.182.998.950 ;8;SOLTERO;MASCULINO;Oeste
4092; $ 695.286.450 ;6;SOLTERO;MASCULINO;Oeste
4093; $ 216.142.800 ;7;SOLTERO;MASCULINO;Oeste
4094; $ 72.275.800 ;0;SOLTERO;MASCULINO;Oeste
4095; $ 267.953.600 ;7;SOLTERO;MASCULINO;Oeste
4096; $ 126.690.100 ;2;SOLTERO;MASCULINO;Oeste
4097; $ 485.032.450 ;6;SOLTERO;MASCULINO;Oeste
4098; $ 346.604.300 ;4;SOLTERO;MASCULINO;Oeste
4099; $ 223.029.150 ;3;SOLTERO;MASCULINO;Oeste
4100; $ 278.006.600 ;6;SOLTERO;MASCULINO;Oeste
4101; $ 222.892.500 ;3;SOLTERO;MASCULINO;Oeste
4102; $ 208.429.850 ;2;SOLTERO;MASCULINO;Oeste
4103; $ 420.249.100 ;5;SOLTERO;MASCULINO;Oeste
4104; $ 272.516.250 ;4;SOLTERO;MASCULINO;Oeste
4105; $ 152.030.600 ;6;SOLTERO;MASCULINO;Oeste
4106; $ 374.622.650 ;6;SOLTERO;MASCULINO;Oeste
4107; $ 1.431.571.350 ;5;SOLTERO;MASCULINO;Oeste
4108; $ 265.126.650 ;5;SOLTERO;MASCULINO;Oeste
4109; $ 228.299.450 ;3;SOLTERO;MASCULINO;Oeste
4110; $ 311.601.200 ;6;SOLTERO;MASCULINO;Oeste
4111; $ 449.721.000 ;4;SOLTERO;MASCULINO;Oeste
4112; $ 820.323.100 ;5;SOLTERO;MASCULINO;Oeste
4113; $ 271.852.550 ;5;SOLTERO;MASCULINO;Oeste
4114; $ 752.336.050 ;6;SOLTERO;MASCULINO;Oeste
4115; $ 261.203.250 ;5;SOLTERO;MASCULINO;Oeste
4116; $ 317.085.800 ;3;SOLTERO;MASCULINO;Oeste
4117; $ 479.074.350 ;5;SOLTERO;MASCULINO;Oeste
4118; $ 282.343.700 ;5;SOLTERO;MASCULINO;Oeste
4119; $ 338.736.050 ;5;SOLTERO;MASCULINO;Oeste
4120; $ 270.451.400 ;5;SOLTERO;MASCULINO;Oeste
4121; $ 306.203.500 ;5;SOLTERO;MASCULINO;Oeste
4122; $ 200.881.150 ;1;SOLTERO;MASCULINO;Oeste
4123; $ 290.130.600 ;3;SOLTERO;MASCULINO;Oeste
4124; $ 346.761.650 ;3;SOLTERO;MASCULINO;Oeste
4125; $ 238.460.950 ;5;SOLTERO;MASCULINO;Oeste
4126; $ 285.564.500 ;4;SOLTERO;MASCULINO;Oeste
4127; $ 258.330.250 ;6;SOLTERO;MASCULINO;Oeste
4128; $ 279.203.900 ;1;SOLTERO;MASCULINO;Oeste
4129; $ 292.079.400 ;4;SOLTERO;MASCULINO;Oeste
4130; $ 607.995.150 ;5;SOLTERO;MASCULINO;Oeste
4131; $ 812.448.000 ;4;SOLTERO;MASCULINO;Oeste
4132; $ 1.065.048.300 ;7;SOLTERO;MASCULINO;Oeste
4133; $ 309.655.800 ;5;SOLTERO;MASCULINO;Oeste
4134; $ 263.579.050 ;2;SOLTERO;MASCULINO;Oeste
4135; $ 411.033.850 ;4;SOLTERO;MASCULINO;Oeste
4136; $ 437.215.300 ;5;SOLTERO;MASCULINO;Oeste
4137; $ 477.245.200 ;3;SOLTERO;MASCULINO;Oeste
4138; $ 130.731.300 ;1;SOLTERO;MASCULINO;Oeste
4139; $ 233.513.100 ;2;SOLTERO;MASCULINO;Oeste
4140; $ 117.711.850 ;2;SOLTERO;MASCULINO;Oeste
4141; $ 556.375.750 ;6;SOLTERO;MASCULINO;Oeste
4142; $ 387.037.600 ;6;SOLTERO;MASCULINO;Oeste
4143; $ 825.235.700 ;4;SOLTERO;MASCULINO;Oeste
4144; $ 135.661.950 ;2;SOLTERO;MASCULINO;Oeste
4145; $ 148.806.500 ;5;SOLTERO;MASCULINO;Oeste
4146; $ 123.015.850 ;1;SOLTERO;MASCULINO;Oeste
4147; $ 117.228.700 ;5;SOLTERO;MASCULINO;Oeste
4148; $ 87.122.800 ;2;SOLTERO;MASCULINO;Oeste
4149; $ 33.514.350 ;0;SOLTERO;MASCULINO;Oeste
4150; $ 433.053.200 ;6;SOLTERO;MASCULINO;Oeste
4151; $ 173.304.250 ;5;SOLTERO;MASCULINO;Oeste
4152; $ 291.117.250 ;1;SOLTERO;MASCULINO;Oeste
4153; $ 107.418.450 ;2;SOLTERO;MASCULINO;Oeste
4154; $ 642.280.600 ;2;SOLTERO;MASCULINO;Oeste
4155; $ 174.534.100 ;3;SOLTERO;MASCULINO;Oeste
4156; $ 73.741.350 ;0;SOLTERO;MASCULINO;Oeste
4157; $ 293.154.750 ;7;SOLTERO;MASCULINO;Oeste
4158; $ 250.369.150 ;3;SOLTERO;MASCULINO;Oeste
4159; $ 381.033.700 ;6;SOLTERO;MASCULINO;Oeste
4160; $ 448.784.550 ;3;SOLTERO;MASCULINO;Oeste
4161; $ 1.429.973.650 ;7;SOLTERO;MASCULINO;Oeste
4162; $ 115.212.800 ;3;SOLTERO;MASCULINO;Oeste
4163; $ 329.281.950 ;3;SOLTERO;MASCULINO;Oeste
4164; $ 422.800.400 ;3;SOLTERO;MASCULINO;Oeste
4165; $ 391.457.550 ;1;SOLTERO;MASCULINO;Oeste
4166; $ 403.028.950 ;5;SOLTERO;MASCULINO;Oeste
4167; $ 300.110.550 ;5;SOLTERO;MASCULINO;Oeste
4168; $ 483.658.350 ;6;SOLTERO;MASCULINO;Oeste
4169; $ 232.929.600 ;1;SOLTERO;MASCULINO;Oeste
4170; $ 131.804.600 ;3;SOLTERO;MASCULINO;Oeste
4171; $ 775.706.100 ;5;SOLTERO;MASCULINO;Oeste
4172; $ 458.105.250 ;5;SOLTERO;MASCULINO;Oeste
4173; $ 295.113.000 ;3;SOLTERO;MASCULINO;Oeste
4174; $ 798.070.700 ;9;SOLTERO;MASCULINO;Oeste
4175; $ 420.785.600 ;2;SOLTERO;MASCULINO;Oeste
4176; $ 1.301.766.150 ;3;SOLTERO;MASCULINO;Oeste
4177; $ 520.495.700 ;6;SOLTERO;MASCULINO;Oeste
4178; $ 677.757.000 ;3;SOLTERO;MASCULINO;Oeste
4179; $ 677.376.250 ;9;SOLTERO;MASCULINO;Oeste
4180; $ 290.052.800 ;6;SOLTERO;MASCULINO;Oeste
4181; $ 869.895.600 ;4;SOLTERO;MASCULINO;Oeste
4182; $ 267.887.300 ;3;SOLTERO;MASCULINO;Oeste
4183; $ 488.896.800 ;4;SOLTERO;MASCULINO;Oeste
4184; $ 447.243.100 ;4;SOLTERO;MASCULINO;Oeste
4185; $ 414.044.350 ;1;SOLTERO;MASCULINO;Oeste
4186; $ 1.521.496.100 ;3;SOLTERO;MASCULINO;Oeste
4187; $ 349.105.400 ;2;SOLTERO;MASCULINO;Oeste
4188; $ 510.024.550 ;1;SOLTERO;MASCULINO;Oeste
4189; $ 459.514.250 ;2;SOLTERO;MASCULINO;Oeste
4190; $ 357.764.150 ;3;SOLTERO;MASCULINO;Oeste
4191; $ 206.576.150 ;4;SOLTERO;MASCULINO;Oeste
4192; $ 841.332.000 ;6;SOLTERO;MASCULINO;Oeste
4193; $ 382.146.800 ;4;SOLTERO;MASCULINO;Oeste
4194; $ 549.498.100 ;4;SOLTERO;MASCULINO;Oeste
4195; $ 423.763.600 ;5;SOLTERO;MASCULINO;Oeste
4196; $ 187.492.250 ;4;SOLTERO;MASCULINO;Oeste
